検査日,2018/09/07
開始時刻,15:45:57,終了時刻,16:27:34
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],828.6
検査開始位置[mm],255.9,検査終了位置[mm],1084.5
列数,2
周長[mm],480.0,2逓倍,0
検査距離[m],4293.0
照明設定,No.1,ON ,60,No.2,OFF,0,No.3,ON ,30
検査レベル,点比較,色差,19,サイズ[mmsq.],1.50
,面比較,色差,26,サイズ[mmsq.],1.50
,スジ検出,色差,45,サイズ[mmsq.],4.00
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,見当誤差検出設定 変更
欠点検出数,80
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
1,1,450.2,628.1, 1.3,軽欠点,-,,
2,1,418.2,628.5, 2.2,中欠点,-,,
3,1,439.6,1340.1, 1.2,軽欠点,-,,
4,1,428.9,1634.7, 1.2,軽欠点,-,,
5,1,439.6,1660.3, 1.1,軽欠点,-,,
6,1,428.9,1660.8, 1.2,軽欠点,-,,
7,1,407.6,1661.5, 2.1,軽欠点,-,,
8,1,439.6,1724.7, 1.4,軽欠点,-,,
9,1,439.6,1725.1, 2.1,軽欠点,-,,
10,1,428.9,1725.6, 2.8,中欠点,-,,
11,1,418.2,1726.1, 1.7,軽欠点,-,,
12,1,578.2,2474.7, 2.2,中欠点,-,,
13,1,482.2,2918.4, 2.6,軽欠点,-,,
14,1,482.2,2918.9, 1.3,軽欠点,-,,
15,1,450.2,2919.4, 3.7,中欠点,-,,
16,1,418.2,2919.9, 1.4,軽欠点,-,,
17,1,482.2,2944.6, 1.2,軽欠点,-,,
18,2,450.2,3007.2, 1.8,軽欠点,-,,
19,1,450.2,3007.7, 1.6,中欠点,-,,
20,1,428.9,3008.2, 2.3,軽欠点,-,,
21,1,578.2,3062.5, 2.5,軽欠点,-,,
22,1,546.2,3063.0, 2.5,中欠点,-,,
23,1,556.9,3063.5, 1.3,軽欠点,-,,
24,1,418.2,3222.4, 1.6,軽欠点,-,,
25,1,418.2,3222.9, 2.7,軽欠点,-,,
26,1,524.9,3308.1, 1.4,軽欠点,-,,
27,1,471.6,3308.5, 1.1,軽欠点,-,,
28,1,482.2,3309.0, 2.3,重欠点,-,,
29,1,482.2,3309.5, 3.7,重欠点,-,,
30,1,407.6,3720.4, 1.5,中欠点,-,,
31,2,450.2,3720.9, 2.2,重欠点,-,,
32,2,407.6,3721.3, 3.6,重欠点,-,,
33,2,450.2,3721.8, 3.0,重欠点,-,,
34,5,343.6,3733.8,12.8,重欠点,-,,
35,5,450.2,3740.9,13.3,重欠点,-,,
36,2,556.9,3808.0, 1.6,中欠点,-,,
37,2,460.9,3808.5, 2.9,中欠点,-,,
38,1,482.2,3808.9, 1.2,軽欠点,-,,
39,1,556.9,3809.4, 2.0,軽欠点,-,,
40,1,841.8,3810.4, 1.7,軽欠点,-,,
